,Name,RA,DEC,SpT,Teff,logg,Fe_H,ref_name
350,HD078209,137.21773,51.60465,S,7099,4.2,0.24,MILES2_field
351,HD078234,137.01732,32.5404,S,6775,3.78,-0.26,MILES2_field
352,HD078541,137.012,-25.85854,S,3890,1.55,-0.29,MILES2_field
353,HD078558,137.10516,-15.14479,S,5718,4.25,-0.38,MILES2_field
354,HD078732,137.39821,-8.78765,S,4900,2.0,0.24,MILES2_field
355,HD078737,137.26404,-27.03037,S,6350,3.8,-0.6,MILES2_field
356,HD079211,138.60291,52.68638,S,3769,4.71,-0.4,MILES2_field
357,HD079452,138.80936,34.63352,S,4829,2.43,-0.49,MILES2_field
358,HD079633,139.28125,51.32218,S,7099,4.15,-0.52,MILES2_field
359,HD079765,139.11295,18.81025,S,7000,4.15,-0.25,MILES2_field
360,HD080390,140.43037,56.69922,S,3430,1.02,,MILES2_field*
